location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Aydin","Aydin",7.5,27.45,38,7.7481,8.604095,6.3286,27.45,27.45,0,6.439263
"Aydin","Aydin",6,27.2,37.35,.91793,1.019341,4.329,27.2,27.2,0,4.415993
"Aydin","Aydin",6,27.2,36.85,.69111,.7674626,4.0991,27.2,27.2,0,4.183009
"Aydin","Aydin",6,27.6,36.7,.74795,.8305821,4.1623,27.6,27.6,0,4.247035
"Aydin","Aydin",7.5,27.15,36.8,5.1253,5.691534,5.9037,27.15,27.15,.01,6.009744
"Aydin","Aydin",7,27.85,37.2,5.5774,6.193581,5.9891,27.85,27.85,0,6.096137
"Aydin","Aydin",6.5,27.1,38.6,1.3637,1.514359,4.6638,27.1,27.1,0,4.755135
"Aydin","Aydin",7.5,28.5,37.9,17.236,19.1402,7.202,28.5,28.5,0,7.321486
"Aydin","Aydin",6.5,27.1,38.3,1.5904,1.766104,4.7982,27.1,27.1,0,4.891356
"Aydin","Aydin",8,28.35,37.6,48.243,53.5728,8.4257,28.35,28.35,0,8.556562
"Aydin","Aydin",8,27.1,37.25,9.62,10.6828,6.5583,27.1,27.1,0,6.67137
"Aydin","Aydin",6.5,29.8,37.55,1.5313,1.700475,4.7649,29.8,29.8,.01,4.857581
"Aydin","Aydin",6,29.8,37.55,.70702,.7851302,4.1173,29.8,29.8,.01,4.201378
"Aydin","Aydin",6,29.5,37.45,.88786,.9859491,4.3016,29.5,29.5,0,4.388211
"Aydin","Aydin",6,28.6,37.3,2.1527,2.390526,5.0704,28.6,28.6,0,5.16682
"Aydin","Aydin",6.5,26.85,37.65,1.5684,1.741674,4.786,26.85,26.85,0,4.878914
"Aydin","Aydin",6,28.25,37.45,4.3571,4.838464,5.7417,28.25,28.25,0,5.845909
"Aydin","Aydin",7,26.95,38.35,2.8414,3.155312,5.3284,26.95,26.95,0,5.427894
"Aydin","Aydin",7.5,26.95,38.2,5.3851,5.980035,5.9536,26.95,26.95,0,6.060186
"Aydin","Aydin",7,28.15,37.5,13.649,15.15692,6.9402,28.15,28.15,.01,7.057048
"Aydin","Aydin",6,27.95,36.4,.63346,.7034435,4.0303,27.95,27.95,0,4.113215
